,Date,rel_low,rel_high,rel_open,rel_close,rel_volume,time,low,high,open,close,volume
2687,02_10_2020,1.0,1.0,1.0,1.0,-1.0,18:00:00,9758.0,9796.3,9771.75,9766.11,82.70974577
2688,02_10_2020,1.0,1.0,1.0,1.0,-1.0,18:05:00,9764.0,9781.88,9766.11,9776.23,36.12335594
2689,02_10_2020,1.0,1.0,1.0,1.0,-1.0,18:10:00,9755.0,9779.8,9776.23,9755.15,37.1039096
2690,02_10_2020,1.0,1.0,1.0,1.0,-1.0,18:15:00,9707.97,9756.0,9755.15,9719.96,181.74132256
2691,02_10_2020,1.0,1.0,1.0,1.0,-1.0,18:20:00,9719.96,9755.49,9719.96,9755.45,91.28344059
2692,02_10_2020,1.0,1.0,1.0,1.0,-1.0,18:25:00,9744.79,9778.37,9755.45,9775.23,118.14456236
2693,02_10_2020,1.0,1.0,1.0,1.0,-1.0,18:30:00,9760.0,9776.53,9775.23,9770.01,50.64619878
2694,02_10_2020,1.0,1.0,1.0,1.0,-1.0,18:35:00,9760.44,9787.97,9770.0,9760.44,44.86377404
2695,02_10_2020,1.0,1.0,1.0,1.0,-1.0,18:40:00,9760.44,9789.77,9762.54,9785.71,31.00948842
2696,02_10_2020,1.0,1.0,1.0,1.0,-1.0,18:45:00,9777.22,9791.02,9785.71,9789.72,116.15263446
2697,02_10_2020,1.0,1.0,1.0,1.0,-1.0,18:50:00,9782.9,9791.5,9789.73,9791.13,19.92655257
2698,02_10_2020,1.0,1.0,1.0,1.0,-1.0,18:55:00,9786.2,9810.0,9791.99,9805.22,51.45661897
2699,02_10_2020,1.0,1.0,1.0,1.0,-1.0,19:00:00,9785.16,9809.96,9803.61,9786.92,50.609542
2700,02_10_2020,1.0,1.0,1.0,1.0,-1.0,19:05:00,9785.0,9796.28,9786.91,9795.83,29.14586049
2701,02_10_2020,1.0,1.0,1.0,1.0,-1.0,19:10:00,9795.46,9802.0,9795.47,9801.99,37.47302364
2702,02_10_2020,1.0,1.0,1.0,1.0,-1.0,19:15:00,9771.0,9802.0,9801.99,9773.0,40.60699183
2703,02_10_2020,1.0,1.0,1.0,1.0,-1.0,19:20:00,9762.67,9774.45,9773.19,9770.6,78.26539168
2704,02_10_2020,1.0,1.0,1.0,1.0,-1.0,19:25:00,9770.59,9784.26,9770.59,9783.43,20.54018995
2705,02_10_2020,1.0,1.0,1.0,1.0,-1.0,19:30:00,9775.0,9783.43,9783.42,9777.26,21.14322028
2706,02_10_2020,1.0,1.0,1.0,1.0,-1.0,19:35:00,9772.17,9777.27,9777.26,9772.17,19.72584664
2707,02_10_2020,1.0,1.0,1.0,1.0,-1.0,19:40:00,9758.15,9772.17,9772.17,9761.49,14.05423736
2708,02_10_2020,1.0,1.0,1.0,1.0,-1.0,19:45:00,9761.5,9776.76,9761.5,9775.18,13.84834918
2709,02_10_2020,1.0,1.0,1.0,1.0,-1.0,19:50:00,9762.07,9775.19,9775.18,9763.45,32.69145221
2710,02_10_2020,1.0,1.0,1.0,1.0,-1.0,19:55:00,9751.1,9762.98,9762.98,9753.28,26.46640953
2711,02_10_2020,1.0,1.0,1.0,1.0,-1.0,20:00:00,9751.09,9753.28,9753.27,9751.1,12.03887028
2712,02_10_2020,1.0,1.0,1.0,1.0,-1.0,20:05:00,9725.0,9751.1,9751.1,9736.5,161.79878914
2713,02_10_2020,1.0,1.0,1.0,1.0,-1.0,20:10:00,9727.44,9761.92,9736.5,9761.81,97.32252897
2714,02_10_2020,1.0,1.0,1.0,1.0,-1.0,20:15:00,9736.25,9770.05,9761.81,9742.11,40.08343207
2715,02_10_2020,1.0,1.0,1.0,1.0,-1.0,20:20:00,9733.62,9750.0,9741.3,9746.33,17.0824801
2716,02_10_2020,1.0,1.0,1.0,1.0,-1.0,20:25:00,9746.33,9755.35,9746.33,9754.35,46.07876021
2717,02_10_2020,1.0,1.0,1.0,1.0,-1.0,20:30:00,9752.02,9763.16,9754.35,9752.99,21.1667933
2718,02_10_2020,1.0,1.0,1.0,1.0,-1.0,20:35:00,9729.79,9755.98,9752.99,9734.32,27.73343294
2719,02_10_2020,1.0,1.0,1.0,1.0,-1.0,20:40:00,9726.34,9738.82,9734.32,9729.96,28.17059813
2720,02_10_2020,1.0,1.0,1.0,1.0,-1.0,20:45:00,9729.02,9739.74,9729.96,9729.02,14.41513169
2721,02_10_2020,1.0,1.0,1.0,1.0,-1.0,20:50:00,9715.0,9730.31,9730.31,9728.08,31.49791214
2722,02_10_2020,1.0,1.0,1.0,1.0,-1.0,20:55:00,9715.0,9737.01,9728.09,9724.42,100.7313714
2723,02_10_2020,1.0,1.0,1.0,1.0,-1.0,21:00:00,9707.12,9724.42,9724.42,9716.91,94.68315622
2724,02_10_2020,1.0,1.0,1.0,1.0,-1.0,21:05:00,9706.0,9740.0,9717.3,9738.51,61.25940431
2725,02_10_2020,1.0,1.0,1.0,1.0,-1.0,21:10:00,9738.5,9759.98,9738.51,9757.36,18.21526447
2726,02_10_2020,1.0,1.0,1.0,1.0,-1.0,21:15:00,9740.87,9758.65,9757.36,9742.0,22.62607541
2727,02_10_2020,1.0,1.0,1.0,1.0,-1.0,21:20:00,9735.0,9750.0,9742.01,9735.0,61.72611982
2728,02_10_2020,1.0,1.0,1.0,1.0,-1.0,21:25:00,9735.0,9757.94,9735.0,9747.9,18.58552096
2729,02_10_2020,1.0,1.0,1.0,1.0,-1.0,21:30:00,9745.47,9750.08,9750.07,9745.91,20.81868084
2730,02_10_2020,1.0,1.0,1.0,1.0,-1.0,21:35:00,9729.74,9748.11,9745.91,9729.99,20.30082367
2731,02_10_2020,1.0,1.0,1.0,1.0,-1.0,21:40:00,9715.52,9730.0,9730.0,9722.02,30.4382547
2732,02_10_2020,1.0,1.0,1.0,1.0,-1.0,21:45:00,9719.74,9730.83,9721.99,9729.99,21.05142524
2733,02_10_2020,1.0,1.0,1.0,1.0,-1.0,21:50:00,9717.44,9730.0,9729.99,9729.99,47.76916852
2734,02_10_2020,1.0,1.0,1.0,1.0,-1.0,21:55:00,9729.99,9742.33,9730.0,9742.13,24.45772271
2735,02_10_2020,1.0,1.0,1.0,1.0,-1.0,22:00:00,9743.01,9754.38,9743.39,9754.0,10.75553399
2736,02_10_2020,1.0,1.0,1.0,1.0,-1.0,22:05:00,9747.0,9757.99,9753.99,9754.64,14.58477876
2737,02_10_2020,1.0,1.0,1.0,1.0,-1.0,22:10:00,9752.56,9761.99,9754.64,9754.69,12.93045672
2738,02_10_2020,1.0,1.0,1.0,1.0,-1.0,22:15:00,9753.13,9766.4,9754.69,9766.4,14.06856717
2739,02_10_2020,1.0,1.0,1.0,1.0,-1.0,22:20:00,9752.91,9767.06,9766.5,9753.03,8.61307531
2740,02_10_2020,1.0,1.0,1.0,1.0,-1.0,22:25:00,9752.0,9773.0,9754.32,9773.0,17.56674297
2741,02_10_2020,1.0,1.0,1.0,1.0,-1.0,22:30:00,9772.99,9783.43,9772.99,9773.33,30.39056321
2742,02_10_2020,1.0,1.0,1.0,1.0,-1.0,22:35:00,9764.81,9773.33,9773.33,9764.82,5.31513821
2743,02_10_2020,1.0,1.0,1.0,1.0,-1.0,22:40:00,9758.76,9767.34,9764.82,9766.39,17.14757003
2744,02_10_2020,1.0,1.0,1.0,1.0,-1.0,22:45:00,9750.08,9767.71,9766.39,9750.08,23.54512951
2745,02_10_2020,1.0,1.0,1.0,1.0,-1.0,22:50:00,9740.0,9752.76,9752.72,9742.62,46.16386165
2746,02_10_2020,1.0,1.0,1.0,1.0,-1.0,22:55:00,9744.92,9763.06,9744.93,9752.67,37.26113554
2747,02_10_2020,1.0,1.0,1.0,1.0,-1.0,23:00:00,9742.91,9762.21,9752.67,9742.91,10.41448275
2748,02_10_2020,1.0,1.0,1.0,1.0,-1.0,23:05:00,9738.01,9742.92,9742.92,9740.78,8.30483028
2749,02_10_2020,1.0,1.0,1.0,1.0,-1.0,23:10:00,9740.78,9752.92,9740.79,9752.04,4.8399887
2750,02_10_2020,1.0,1.0,1.0,1.0,-1.0,23:15:00,9742.3,9753.76,9752.05,9742.31,5.46295938
2751,02_10_2020,1.0,1.0,1.0,1.0,-1.0,23:20:00,9733.02,9742.31,9742.31,9733.62,7.07134303
2752,02_10_2020,1.0,1.0,1.0,1.0,-1.0,23:25:00,9733.61,9745.15,9733.62,9741.46,5.21064148
2753,02_10_2020,1.0,1.0,1.0,1.0,-1.0,23:30:00,9738.17,9782.5,9741.45,9769.13,80.15384564
2754,02_10_2020,1.0,1.0,1.0,1.0,-1.0,23:35:00,9757.0,9771.62,9768.69,9758.66,21.6215674
2755,02_10_2020,1.0,1.0,1.0,1.0,-1.0,23:40:00,9757.61,9762.0,9758.65,9761.99,6.43052888
2756,02_10_2020,1.0,1.0,1.0,1.0,-1.0,23:45:00,9760.0,9778.93,9761.23,9776.18,14.78945653
2757,02_10_2020,1.0,1.0,1.0,1.0,-1.0,23:50:00,9773.18,9778.93,9774.13,9778.93,5.788268
2758,02_10_2020,1.0,1.0,1.0,1.0,-1.0,23:55:00,9763.34,9778.93,9778.93,9763.34,17.72216911
2759,02_10_2020,1.0,1.0,1.0,1.0,-1.0,00:00:00,9947.0,9980.08,9960.76,9975.4,38.62500192
2760,02_10_2020,1.0,1.0,1.0,1.0,-1.0,00:05:00,9963.34,9980.0,9975.4,9966.55,17.54639913
2761,02_10_2020,1.0,1.0,1.0,1.0,-1.0,00:10:00,9957.56,9966.61,9966.56,9957.57,7.30595579
2762,02_10_2020,1.0,1.0,1.0,1.0,-1.0,00:15:00,9948.0,9967.22,9957.57,9967.22,20.6235065
2763,02_10_2020,1.0,1.0,1.0,1.0,-1.0,00:20:00,9960.54,9975.45,9967.22,9969.35,29.69863231
2764,02_10_2020,1.0,1.0,1.0,1.0,-1.0,00:25:00,9969.34,9997.65,9969.35,9997.64,28.30558526
2765,02_10_2020,1.0,1.0,1.0,1.0,-1.0,00:30:00,9985.43,10004.36,9997.64,10004.35,28.17836304
2766,02_10_2020,1.0,1.0,1.0,1.0,-1.0,00:35:00,9992.27,10007.84,10004.35,10002.71,23.89778601
2767,02_10_2020,1.0,1.0,1.0,1.0,-1.0,00:40:00,9992.19,10004.97,10002.7,10001.52,21.64049627
2768,02_10_2020,1.0,1.0,1.0,1.0,-1.0,00:45:00,9988.91,10004.73,10004.61,9995.21,9.37014829
2769,02_10_2020,1.0,1.0,1.0,1.0,-1.0,00:50:00,9977.77,9996.81,9994.67,9985.62,17.32430131
2770,02_10_2020,1.0,1.0,1.0,1.0,-1.0,00:55:00,9980.43,9985.64,9985.61,9982.35,7.08016885
2771,02_10_2020,1.0,1.0,1.0,1.0,-1.0,01:00:00,9975.67,9983.11,9982.35,9978.95,21.48209797
2772,02_10_2020,1.0,1.0,1.0,1.0,-1.0,01:05:00,9970.06,9980.24,9976.79,9971.2,24.44953816
2773,02_10_2020,1.0,1.0,1.0,1.0,-1.0,01:10:00,9961.89,9974.28,9971.01,9972.89,24.90985662
2774,02_10_2020,1.0,1.0,1.0,1.0,-1.0,01:15:00,9974.0,9976.98,9974.0,9976.96,7.75279081
2775,02_10_2020,1.0,1.0,1.0,1.0,-1.0,01:20:00,9947.87,9976.96,9976.96,9953.73,10.48599924
2776,02_10_2020,1.0,1.0,1.0,1.0,-1.0,01:25:00,9931.44,9957.42,9956.44,9931.44,284.82412076
2777,02_10_2020,1.0,1.0,1.0,1.0,-1.0,01:30:00,9900.0,9937.99,9931.43,9900.83,78.28464555
2778,02_10_2020,1.0,1.0,1.0,1.0,-1.0,01:35:00,9903.43,9919.98,9903.43,9912.02,72.92332990000001
2779,02_10_2020,1.0,1.0,1.0,1.0,-1.0,01:40:00,9900.0,9914.59,9912.71,9902.17,28.61339922
2780,02_10_2020,1.0,1.0,1.0,1.0,-1.0,01:45:00,9880.0,9906.35,9904.95,9890.73,69.65218912
2781,02_10_2020,1.0,1.0,1.0,1.0,-1.0,01:50:00,9890.73,9909.68,9890.73,9909.63,86.75939754
2782,02_10_2020,1.0,1.0,1.0,1.0,-1.0,01:55:00,9907.96,9920.0,9909.62,9907.96,67.64995333
2783,02_10_2020,1.0,1.0,1.0,1.0,-1.0,02:00:00,9844.66,9907.96,9907.96,9858.52,262.40647461
2784,02_10_2020,1.0,1.0,1.0,1.0,-1.0,02:05:00,9854.59,9859.16,9858.51,9854.59,51.09478525
2785,02_10_2020,1.0,1.0,1.0,1.0,-1.0,02:10:00,9827.64,9858.33,9858.33,9849.46,41.25484125
2786,02_10_2020,1.0,1.0,1.0,1.0,-1.0,02:15:00,9835.99,9857.01,9849.46,9857.01,13.85356026
2787,02_10_2020,1.0,1.0,1.0,1.0,-1.0,02:20:00,9812.64,9865.21,9865.21,9814.11,41.32376417
2788,02_10_2020,1.0,1.0,1.0,1.0,-1.0,02:25:00,9790.0,9829.99,9814.17,9790.0,92.59467518
2789,02_10_2020,1.0,1.0,1.0,1.0,-1.0,02:30:00,9780.0,9821.71,9790.0,9800.26,160.38535731
2790,02_10_2020,1.0,1.0,1.0,1.0,-1.0,02:35:00,9772.46,9811.91,9806.07,9788.36,54.83808134
2791,02_10_2020,1.0,1.0,1.0,1.0,-1.0,02:40:00,9770.0,9816.67,9799.08,9802.83,66.26519396
2792,02_10_2020,1.0,1.0,1.0,1.0,-1.0,02:45:00,9805.08,9810.68,9810.01,9810.68,32.15672693
2793,02_10_2020,1.0,1.0,1.0,1.0,-1.0,02:50:00,9790.92,9811.2,9810.68,9792.79,28.341793100000004
2794,02_10_2020,1.0,1.0,1.0,1.0,-1.0,02:55:00,9780.21,9823.04,9790.14,9810.77,73.85999321
2795,02_10_2020,1.0,1.0,1.0,1.0,-1.0,03:00:00,9810.14,9844.99,9810.77,9840.0,36.87234573
2796,02_10_2020,1.0,1.0,1.0,1.0,-1.0,03:05:00,9824.05,9840.71,9834.82,9824.06,5.34658218
2797,02_10_2020,1.0,1.0,1.0,1.0,-1.0,03:10:00,9818.52,9829.33,9824.06,9818.6,48.08625796
2798,02_10_2020,1.0,1.0,1.0,1.0,-1.0,03:15:00,9804.74,9818.61,9818.21,9816.01,28.63811139
2799,02_10_2020,1.0,1.0,1.0,1.0,-1.0,03:20:00,9816.0,9837.55,9816.0,9831.44,68.44312315
2800,02_10_2020,1.0,1.0,1.0,1.0,-1.0,03:25:00,9820.01,9834.91,9832.57,9820.01,21.36262719
2801,02_10_2020,1.0,1.0,1.0,1.0,-1.0,03:30:00,9820.01,9828.88,9820.02,9825.84,6.22632131
2802,02_10_2020,1.0,1.0,1.0,1.0,-1.0,03:35:00,9824.61,9844.43,9825.84,9843.24,10.66936824
2803,02_10_2020,1.0,1.0,1.0,1.0,-1.0,03:40:00,9843.24,9854.47,9844.03,9854.47,75.84404235
2804,02_10_2020,1.0,1.0,1.0,1.0,-1.0,03:45:00,9833.12,9858.36,9854.46,9838.13,22.27972385
2805,02_10_2020,1.0,1.0,1.0,1.0,-1.0,03:50:00,9838.64,9853.14,9839.39,9850.43,17.42726728
2806,02_10_2020,1.0,1.0,1.0,1.0,-1.0,03:55:00,9841.31,9851.59,9849.74,9841.32,10.45741913
2807,02_10_2020,1.0,1.0,1.0,1.0,-1.0,04:00:00,9831.0,9841.32,9841.31,9831.0,6.5399216
2808,02_10_2020,1.0,1.0,1.0,1.0,-1.0,04:05:00,9823.06,9834.7,9830.78,9831.92,7.66513918
2809,02_10_2020,1.0,1.0,1.0,1.0,-1.0,04:10:00,9829.25,9835.27,9831.92,9829.58,3.50829861
2810,02_10_2020,1.0,1.0,1.0,1.0,-1.0,04:15:00,9792.9,9830.61,9830.61,9792.9,36.53709083
2811,02_10_2020,1.0,1.0,1.0,1.0,-1.0,04:20:00,9776.77,9810.0,9792.9,9797.35,58.87436125
2812,02_10_2020,1.0,1.0,1.0,1.0,-1.0,04:25:00,9777.52,9799.45,9799.45,9794.68,23.57182034
2813,02_10_2020,1.0,1.0,1.0,1.0,-1.0,04:30:00,9760.0,9794.51,9794.5,9781.71,154.60712741
2814,02_10_2020,1.0,1.0,1.0,1.0,-1.0,04:35:00,9783.58,9804.14,9783.59,9795.0,24.43323331
2815,02_10_2020,1.0,1.0,1.0,1.0,-1.0,04:40:00,9779.93,9809.24,9791.04,9799.9,71.22843237
2816,02_10_2020,1.0,1.0,1.0,1.0,-1.0,04:45:00,9776.52,9799.97,9799.97,9794.81,33.42883462
2817,02_10_2020,1.0,1.0,1.0,1.0,-1.0,04:50:00,9794.81,9812.69,9794.81,9809.76,15.50617781
2818,02_10_2020,1.0,1.0,1.0,1.0,-1.0,04:55:00,9800.97,9809.77,9809.76,9807.0,17.95085448
2819,02_10_2020,1.0,1.0,1.0,1.0,-1.0,05:00:00,9772.18,9807.0,9806.99,9773.05,36.19111248
2820,02_10_2020,1.0,1.0,1.0,1.0,-1.0,05:05:00,9766.63,9783.32,9775.81,9775.66,16.28020155
2821,02_10_2020,1.0,1.0,1.0,1.0,-1.0,05:10:00,9769.12,9799.94,9775.66,9796.29,9.17182528
2822,02_10_2020,1.0,1.0,1.0,1.0,-1.0,05:15:00,9790.18,9808.0,9796.29,9808.0,94.39914467
2823,02_10_2020,1.0,1.0,1.0,1.0,-1.0,05:20:00,9807.0,9828.45,9808.0,9819.3,34.62658887
2824,02_10_2020,1.0,1.0,1.0,1.0,-1.0,05:25:00,9800.02,9819.3,9819.3,9813.99,16.38063325
2825,02_10_2020,1.0,1.0,1.0,1.0,-1.0,05:30:00,9803.31,9813.99,9813.99,9803.32,8.22391988
2826,02_10_2020,1.0,1.0,1.0,1.0,-1.0,05:35:00,9796.78,9803.32,9803.32,9800.99,20.6102263
2827,02_10_2020,1.0,1.0,1.0,1.0,-1.0,05:40:00,9785.26,9810.92,9800.99,9810.92,37.27263934
2828,02_10_2020,1.0,1.0,1.0,1.0,-1.0,05:45:00,9808.61,9823.12,9809.67,9820.01,21.42129819
2829,02_10_2020,1.0,1.0,1.0,1.0,-1.0,05:50:00,9790.0,9828.39,9820.01,9812.95,38.88700278
2830,02_10_2020,1.0,1.0,1.0,1.0,-1.0,05:55:00,9805.6,9834.07,9812.95,9834.07,19.65544592
2831,02_10_2020,1.0,1.0,1.0,1.0,-1.0,06:00:00,9826.82,9853.58,9834.13,9853.58,19.17291003
2832,02_10_2020,1.0,1.0,1.0,1.0,-1.0,06:05:00,9826.62,9853.51,9853.51,9838.98,17.49758295
2833,02_10_2020,1.0,1.0,1.0,1.0,-1.0,06:10:00,9833.5,9852.8,9838.58,9852.79,22.52737102
2834,02_10_2020,1.0,1.0,1.0,1.0,-1.0,06:15:00,9828.16,9855.24,9852.8,9852.14,19.27641496
2835,02_10_2020,1.0,1.0,1.0,1.0,-1.0,06:20:00,9834.81,9852.39,9851.03,9834.81,7.33901673
2836,02_10_2020,1.0,1.0,1.0,1.0,-1.0,06:25:00,9820.0,9837.46,9834.83,9821.93,43.04353029999999
2837,02_10_2020,1.0,1.0,1.0,1.0,-1.0,06:30:00,9812.95,9829.99,9821.93,9812.96,27.52113073
2838,02_10_2020,1.0,1.0,1.0,1.0,-1.0,06:35:00,9810.59,9825.85,9812.95,9816.59,9.34003183
2839,02_10_2020,1.0,1.0,1.0,1.0,-1.0,06:40:00,9805.57,9826.71,9818.28,9816.17,14.0960935
2840,02_10_2020,1.0,1.0,1.0,1.0,-1.0,06:45:00,9802.18,9816.16,9816.16,9804.92,13.38025793
2841,02_10_2020,1.0,1.0,1.0,1.0,-1.0,06:50:00,9804.91,9828.1,9804.91,9822.01,27.18583889
2842,02_10_2020,1.0,1.0,1.0,1.0,-1.0,06:55:00,9806.93,9822.01,9822.01,9812.0,20.06599551
2843,02_10_2020,1.0,1.0,1.0,1.0,-1.0,07:00:00,9805.0,9813.87,9813.24,9806.55,28.59442799
2844,02_10_2020,1.0,1.0,1.0,1.0,-1.0,07:05:00,9806.5,9839.0,9806.54,9835.95,20.52398039
2845,02_10_2020,1.0,1.0,1.0,1.0,-1.0,07:10:00,9833.74,9840.0,9833.75,9834.54,33.31241108
2846,02_10_2020,1.0,1.0,1.0,1.0,-1.0,07:15:00,9827.69,9840.0,9834.91,9832.67,12.51999615
2847,02_10_2020,1.0,1.0,1.0,1.0,-1.0,07:20:00,9820.53,9832.67,9832.66,9823.25,20.56430056
2848,02_10_2020,1.0,1.0,1.0,1.0,-1.0,07:25:00,9808.18,9823.03,9821.28,9821.5,42.36018254
2849,02_10_2020,1.0,1.0,1.0,1.0,-1.0,07:30:00,9814.98,9829.44,9821.5,9825.5,25.42294914
2850,02_10_2020,1.0,1.0,1.0,1.0,-1.0,07:35:00,9825.49,9850.72,9825.5,9850.72,59.70190897
2851,02_10_2020,1.0,1.0,1.0,1.0,-1.0,07:40:00,9850.09,9883.64,9850.73,9878.87,123.27577563
2852,02_10_2020,1.0,1.0,1.0,1.0,-1.0,07:45:00,9866.55,9883.57,9878.87,9875.72,58.6365559
2853,02_10_2020,1.0,1.0,1.0,1.0,-1.0,07:50:00,9865.0,9880.08,9875.72,9880.08,36.31252312
2854,02_10_2020,1.0,1.0,1.0,1.0,-1.0,07:55:00,9871.12,9896.18,9880.99,9878.28,54.46982278
2855,02_10_2020,1.0,1.0,1.0,1.0,-1.0,08:00:00,9873.28,9896.85,9880.32,9896.71,61.5307019
2856,02_10_2020,1.0,1.0,1.0,1.0,-1.0,08:05:00,9893.36,9919.44,9895.14,9914.37,57.01063072
2857,02_10_2020,1.0,1.0,1.0,1.0,-1.0,08:10:00,9900.39,9914.37,9914.36,9907.02,33.99595179
2858,02_10_2020,1.0,1.0,1.0,1.0,-1.0,08:15:00,9907.0,9924.35,9907.02,9915.01,53.21611542
2859,02_10_2020,1.0,1.0,1.0,1.0,-1.0,08:20:00,9891.55,9915.76,9915.44,9902.99,82.08666314
2860,02_10_2020,1.0,1.0,1.0,1.0,-1.0,08:25:00,9893.76,9902.99,9902.99,9901.18,31.40595853
2861,02_10_2020,1.0,1.0,1.0,1.0,-1.0,08:30:00,9900.0,9917.72,9900.84,9917.68,31.67581863
2862,02_10_2020,1.0,1.0,1.0,1.0,-1.0,08:35:00,9902.1,9917.72,9917.69,9902.1,58.19256593
2863,02_10_2020,1.0,1.0,1.0,1.0,-1.0,08:40:00,9870.54,9902.11,9902.11,9879.84,43.01538729
2864,02_10_2020,1.0,1.0,1.0,1.0,-1.0,08:45:00,9879.84,9894.48,9879.84,9888.0,21.19708965
2865,02_10_2020,1.0,1.0,1.0,1.0,-1.0,08:50:00,9887.99,9894.04,9887.99,9893.28,31.42375499
2866,02_10_2020,1.0,1.0,1.0,1.0,-1.0,08:55:00,9855.01,9893.3,9893.28,9866.88,41.61796560000001
2867,02_10_2020,1.0,1.0,1.0,1.0,-1.0,09:00:00,9866.88,9876.79,9866.88,9866.97,20.39444801
2868,02_10_2020,1.0,1.0,1.0,1.0,-1.0,09:05:00,9850.0,9869.12,9866.97,9856.36,47.67463507
2869,02_10_2020,1.0,1.0,1.0,1.0,-1.0,09:10:00,9856.36,9894.28,9856.36,9894.28,38.01597581
2870,02_10_2020,1.0,1.0,1.0,1.0,-1.0,09:15:00,9871.98,9894.27,9894.27,9872.79,12.10001525
2871,02_10_2020,1.0,1.0,1.0,1.0,-1.0,09:20:00,9859.98,9880.73,9872.79,9860.65,27.45438641
2872,02_10_2020,1.0,1.0,1.0,1.0,-1.0,09:25:00,9858.37,9882.69,9860.65,9882.69,17.24591038
2873,02_10_2020,1.0,1.0,1.0,1.0,-1.0,09:30:00,9874.91,9890.17,9889.04,9878.79,27.24704123
2874,02_10_2020,1.0,1.0,1.0,1.0,-1.0,09:35:00,9858.64,9879.41,9878.79,9858.65,18.46735805
2875,02_10_2020,1.0,1.0,1.0,1.0,-1.0,09:40:00,9851.17,9862.69,9858.64,9861.9,21.92449508
2876,02_10_2020,1.0,1.0,1.0,1.0,-1.0,09:45:00,9813.24,9861.9,9861.89,9830.17,43.98907498
2877,02_10_2020,1.0,1.0,1.0,1.0,-1.0,09:50:00,9810.0,9835.81,9830.19,9822.71,50.52458505
2878,02_10_2020,1.0,1.0,1.0,1.0,-1.0,09:55:00,9820.83,9836.65,9823.17,9825.0,26.4301038
2879,02_10_2020,1.0,1.0,1.0,1.0,-1.0,10:00:00,9803.67,9831.23,9825.0,9815.99,41.98557286
2880,02_10_2020,1.0,1.0,1.0,1.0,-1.0,10:05:00,9809.8,9840.14,9816.0,9834.45,27.70483607
2881,02_10_2020,1.0,1.0,1.0,1.0,-1.0,10:10:00,9820.39,9842.99,9833.74,9837.83,15.51607659
2882,02_10_2020,1.0,1.0,1.0,1.0,-1.0,10:15:00,9837.83,9849.12,9837.83,9848.02,16.17620094
2883,02_10_2020,1.0,1.0,1.0,1.0,-1.0,10:20:00,9825.65,9851.53,9848.02,9828.68,19.45895218
2884,02_10_2020,1.0,1.0,1.0,1.0,-1.0,10:25:00,9826.24,9835.37,9828.67,9829.01,7.30446288
2885,02_10_2020,1.0,1.0,1.0,1.0,-1.0,10:30:00,9823.78,9831.29,9829.0,9823.8,29.41572311
2886,02_10_2020,1.0,1.0,1.0,1.0,-1.0,10:35:00,9822.5,9837.41,9823.79,9835.64,21.27310155
2887,02_10_2020,1.0,1.0,1.0,1.0,-1.0,10:40:00,9833.41,9842.53,9835.65,9837.83,15.88183502
2888,02_10_2020,1.0,1.0,1.0,1.0,-1.0,10:45:00,9834.58,9848.63,9837.78,9843.06,14.87867021
2889,02_10_2020,1.0,1.0,1.0,1.0,-1.0,10:50:00,9841.53,9849.0,9843.05,9847.0,19.5627586
2890,02_10_2020,1.0,1.0,1.0,1.0,-1.0,10:55:00,9839.73,9849.0,9847.0,9841.61,23.06624264
2891,02_10_2020,1.0,1.0,1.0,1.0,-1.0,11:00:00,9839.54,9848.77,9841.61,9848.77,9.67963187
2892,02_10_2020,1.0,1.0,1.0,1.0,-1.0,11:05:00,9846.04,9858.88,9848.77,9856.06,28.45183379
2893,02_10_2020,1.0,1.0,1.0,1.0,-1.0,11:10:00,9854.24,9862.14,9858.76,9861.09,13.69006909
2894,02_10_2020,1.0,1.0,1.0,1.0,-1.0,11:15:00,9831.93,9863.28,9860.36,9837.39,29.08620751
2895,02_10_2020,1.0,1.0,1.0,1.0,-1.0,11:20:00,9834.27,9847.98,9834.69,9841.18,14.32291236
2896,02_10_2020,1.0,1.0,1.0,1.0,-1.0,11:25:00,9837.88,9849.97,9841.17,9839.7,9.09822615
2897,02_10_2020,1.0,1.0,1.0,1.0,-1.0,11:30:00,9837.91,9845.61,9839.99,9837.91,7.10679972
2898,02_10_2020,1.0,1.0,1.0,1.0,-1.0,11:35:00,9825.01,9837.91,9837.91,9832.43,10.60732237
2899,02_10_2020,1.0,1.0,1.0,1.0,-1.0,11:40:00,9823.21,9832.97,9832.43,9824.24,14.64839315
2900,02_10_2020,1.0,1.0,1.0,1.0,-1.0,11:45:00,9824.23,9824.26,9824.23,9824.23,12.01415759
2901,02_10_2020,1.0,1.0,1.0,1.0,-1.0,11:50:00,9811.3,9824.24,9824.24,9812.65,15.09063616
2902,02_10_2020,1.0,1.0,1.0,1.0,-1.0,11:55:00,9812.64,9836.0,9812.64,9836.0,19.95829852
2903,02_10_2020,1.0,1.0,1.0,1.0,-1.0,12:00:00,9827.3,9838.33,9836.0,9836.26,21.99709433
2904,02_10_2020,1.0,1.0,1.0,1.0,-1.0,12:05:00,9833.0,9837.26,9836.27,9836.67,24.37637929
2905,02_10_2020,1.0,1.0,1.0,1.0,-1.0,12:10:00,9833.0,9846.05,9837.09,9837.76,11.58991472
2906,02_10_2020,1.0,1.0,1.0,1.0,-1.0,12:15:00,9828.0,9841.38,9837.76,9830.03,24.48159215
2907,02_10_2020,1.0,1.0,1.0,1.0,-1.0,12:20:00,9830.02,9839.98,9830.03,9832.16,15.8624961
