,time,low,high,open,close,volume
0,20:00:00,7286.97,7301.25,7293.23,7287.68,61.47308996
1,20:05:00,7265.0,7289.87,7286.4,7279.99,58.67483378
2,20:10:00,7265.0,7280.0,7279.99,7265.01,30.11322749
3,20:15:00,7260.0,7276.79,7265.01,7269.62,41.40820404
4,20:20:00,7268.0,7280.0,7269.04,7276.91,10.00514269
5,20:25:00,7277.22,7280.0,7277.25,7279.99,11.24869102
6,20:30:00,7279.98,7289.4,7280.0,7288.24,14.91903006
7,20:35:00,7285.84,7294.73,7288.16,7294.45,25.73851193
8,20:40:00,7291.84,7301.72,7293.87,7295.39,17.55305454
9,20:45:00,7292.73,7305.91,7295.74,7297.28,69.83917229
10,20:50:00,7292.12,7302.01,7297.28,7299.9,21.89630044
11,20:55:00,7295.68,7305.57,7301.8,7303.48,22.61953105
12,21:00:00,7294.59,7305.56,7303.48,7295.42,17.02281299
13,21:05:00,7290.0,7296.97,7296.66,7293.09,16.08049411
14,21:10:00,7275.0,7293.09,7293.09,7276.67,29.80445145
15,21:15:00,7269.96,7284.99,7275.15,7273.83,19.38677719
16,21:20:00,7267.51,7282.22,7273.84,7270.26,46.90693169
17,21:25:00,7265.87,7272.91,7270.26,7268.79,30.43339642
18,21:30:00,7262.01,7274.17,7268.79,7268.69,12.82264279
19,21:35:00,7265.0,7279.99,7268.69,7275.13,38.51490407
20,21:40:00,7275.76,7280.0,7277.94,7277.42,9.9342302
21,21:45:00,7270.31,7280.0,7277.42,7271.44,12.48138154
22,21:50:00,7271.43,7280.0,7271.44,7279.6,20.81618954
23,21:55:00,7270.01,7279.98,7279.57,7270.53,10.38243909
24,22:00:00,7263.41,7270.84,7270.53,7264.41,46.45294795
25,22:05:00,7263.0,7276.27,7264.41,7273.4,16.35902495
26,22:10:00,7265.83,7275.38,7273.41,7267.05,8.61120341
27,22:15:00,7265.0,7275.87,7266.96,7267.51,17.36510531
28,22:20:00,7255.0,7272.3,7267.33,7264.98,34.62865425
29,22:25:00,7255.0,7264.99,7264.99,7255.0,23.17211858
30,22:30:00,7250.0,7264.92,7255.01,7251.0,41.46795853
31,22:35:00,7210.53,7251.0,7251.0,7234.25,137.87749508
32,22:40:00,7224.41,7251.0,7233.41,7250.25,22.34139054
